x_pos, y_pos, orientation, steering_angle, speed
37.1649, 0.484903, 2.88402, 1.22574, 5.78837
36.6559, 0.419943, -1.73412, 0.794743, 5.77834
36.6529, -0.0808533, -1.13061, 0.754568, 5.7542
36.9463, -0.453529, -0.554422, 0.731517, 5.7083
37.412, -0.573827, 0.0184353, 0.732722, 5.66538
37.8802, -0.39218, 0.614048, 0.764859, 5.62791
38.1567, 0.0622757, 1.25477, 0.80272, 5.57135
38.1339, 0.618898, 1.91185, 0.826214, 5.51151
37.7955, 1.07341, 2.56444, 0.826011, 5.46644
37.2548, 1.12817, -2.95716, 0.848166, 5.47217
36.784, 0.870861, -2.23967, 0.800678, 5.47896
36.6284, 0.39999, -1.55297, 0.794978, 5.47629
36.7179, 0.0160388, -0.977866, 0.776244, 5.41719
37.0531, -0.23119, -0.388457, 0.806599, 5.35936
37.4885, -0.215182, 0.249086, 0.848816, 5.30806
37.8469, 0.072246, 0.94373, 0.914743, 5.23608
37.9186, 0.577592, 1.73271, 0.992884, 5.20352
37.6405, 1.02005, 2.6128, 1.03885, 5.16447
37.127, 0.982125, -2.6704, 0.944322, 5.1368
36.842, 0.565575, -1.83192, 0.930118, 5.15686
36.9543, 0.0624916, -1.01553, 0.927143, 5.17543
37.3864, -0.216403, -0.214354, 0.916491, 5.17411
37.9038, -0.0874861, 0.573125, 0.906443, 5.19492
38.2203, 0.33805, 1.28143, 0.934633, 5.1959
38.1818, 0.883435, 2.03225, 0.955179, 5.179
37.8028, 1.28564, 2.78882, 0.941814, 5.15817
37.2722, 1.21037, -2.66307, 0.940022, 5.15751
36.9269, 0.799167, -1.86661, 0.912635, 5.19578
36.9442, 0.285913, -1.11958, 0.889379, 5.22406
37.2875, -0.0507444, -0.397512, 0.872159, 5.24736
37.8078, -0.0507883, 0.321899, 0.876591, 5.29015
38.2121, 0.309957, 1.0525, 0.881258, 5.35351
38.2886, 0.897792, 1.78861, 0.87262, 5.42274
37.97, 1.39869, 2.51086, 0.856996, 5.50516
37.4154, 1.59851, -3.07849, 0.834355, 5.55562
36.8819, 1.41112, -2.41071, 0.803967, 5.59068
36.5715, 0.955737, -1.78368, 0.775354, 5.63103
36.5846, 0.401899, -1.18395, 0.753708, 5.68042
36.9247, -0.0489106, -0.592451, 0.744514, 5.73077
37.4472, -0.217151, 0.000326981, 0.736707, 5.78972
37.9824, -0.0419116, 0.603584, 0.736873, 5.85789
38.3254, 0.428073, 1.22236, 0.746533, 5.94925
38.3334, 1.05695, 1.85636, 0.746376, 6.01801
37.9598, 1.58776, 2.49663, 0.754953, 6.09171
37.3766, 1.90219, 2.14721, -0.0103657, 5.24078
37.114, 2.41652, 2.27229, 0.443804, 5.67398
36.715, 2.87767, 2.64745, 0.965319, 6.06166
36.1083, 2.78315, -2.75538, 0.166782, 5.88624
